,Name,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,precio_medio,MinPrice_USD,MaxPrice_USD,Precio_medio_USD,Categoria_minimo,Categoria_maximo,Categoria_promedio,Nacion,Cuisine_2
149,Tim Raue,Berlin,88.0,248.0,EUR,"['Asian', 'Creative']",13.3933841,52.5070342,168.0,93.06880000000001,262.2848,177.67680000000001,Highest,Highest,Highest,Germany,Asian
150,CODA Dessert Dining,Berlin,98.0,165.0,EUR,"['Creative', 'Innovative']",13.4274219,52.49014,131.5,103.6448,174.50400000000002,139.07440000000003,Highest,Highest,Highest,Germany,Creative
151,Rosin,Dorsten,99.0,159.0,EUR,"['Creative', 'Classic Cuisine']",7.0132284,51.7191315,129.0,104.70240000000001,168.15840000000003,136.43040000000002,Highest,Highest,Highest,Germany,Creative
152,Jante,Hanover,145.0,160.0,EUR,"['Creative', 'Modern Cuisine']",9.7607489,52.3701441,152.5,153.352,169.216,161.28400000000002,Highest,Highest,Highest,Germany,Creative
153,AUGUST,Augsburg,179.0,210.0,EUR,['Creative'],10.9126019,48.3710103,194.5,189.31040000000002,222.09600000000003,205.7032,Highest,Highest,Highest,Germany,Creative
154,Le Pavillon,Bad Peterstal,143.0,189.0,EUR,['Classic French'],8.25063,48.45741,166.0,151.23680000000002,199.8864,175.56160000000003,Highest,Highest,Highest,Germany,Classic French
155,Le Moissonnier,Cologne,110.0,165.0,EUR,"['Creative French', 'Classic Cuisine']",6.952216,50.9510495,137.5,116.33600000000001,174.50400000000002,145.42000000000002,Highest,Highest,Highest,Germany,Creative French
156,LOUIS restaurant,Saarlouis,89.0,176.0,EUR,"['Creative', 'French Contemporary']",6.7552911,49.3172819,132.5,94.1264,186.13760000000002,140.132,Highest,Highest,Highest,Germany,Creative
157,100/200 Kitchen,Hamburg,144.0,144.0,EUR,"['Creative', 'Modern Cuisine']",10.0285764,53.5374323,144.0,152.29440000000002,152.29440000000002,152.29440000000002,Highest,Highest,Highest,Germany,Creative
158,bianc,Hamburg,190.0,190.0,EUR,"['Mediterranean Cuisine', 'Creative']",9.9943521,53.5430154,190.0,200.94400000000002,200.94400000000002,200.94400000000002,Highest,Highest,Highest,Germany,Mediterranean Cuisine
159,Ox & Klee,Cologne,145.0,230.0,EUR,"['Modern Cuisine', 'Creative']",6.9657432,50.9274173,187.5,153.352,243.24800000000002,198.3,Highest,Highest,Highest,Germany,Modern Cuisine
160,Ophelia,Constance,190.0,240.0,EUR,"['Creative French', 'Classic Cuisine']",9.1874594,47.6671426,215.0,200.94400000000002,253.824,227.38400000000001,Highest,Highest,Highest,Germany,Creative French
161,EssZimmer,Munich,180.0,275.0,EUR,"['Modern French', 'Creative']",11.557409,48.1766707,227.5,190.36800000000002,290.84000000000003,240.604,Highest,Highest,Highest,Germany,Modern French
162,Horváth,Berlin,145.0,185.0,EUR,['Creative'],13.4206073,52.4964176,165.0,153.352,195.656,174.50400000000002,Highest,Highest,Highest,Germany,Creative
163,Tantris,Munich,150.0,295.0,EUR,"['Classic French', 'Classic Cuisine']",11.588259,48.1697565,222.5,158.64000000000001,311.992,235.31600000000003,Highest,Highest,Highest,Germany,Classic French
164,Gustav,Frankfurt on the Main,120.0,165.0,EUR,"['Creative', 'Market Cuisine']",8.6704255,50.1207676,142.5,126.912,174.50400000000002,150.70800000000003,Highest,Highest,Highest,Germany,Creative
165,Goldberg,Fellbach,130.0,190.0,EUR,"['Modern Cuisine', 'International']",9.2726039,48.8088952,160.0,137.488,200.94400000000002,169.216,Highest,Highest,Highest,Germany,Modern Cuisine
166,Alexander Herrmann by Tobias Bätz,Wirsberg,189.0,219.0,EUR,['Creative'],11.6069241,50.1073707,204.0,199.8864,231.61440000000002,215.7504,Highest,Highest,Highest,Germany,Creative
167,ammolite - The Lighthouse Restaurant,Rust,119.0,169.0,EUR,"['Modern Cuisine', 'Classic French']",7.7251226,48.259724,144.0,125.85440000000001,178.73440000000002,152.29440000000002,Highest,Highest,Highest,Germany,Modern Cuisine
168,GästeHaus Klaus Erfort,Saarbrücken,147.0,225.0,EUR,['Classic French'],7.0076258,49.2295502,186.0,155.46720000000002,237.96,196.7136,Highest,Highest,Highest,Germany,Classic French
169,Esplanade,Saarbrücken,48.0,149.0,EUR,"['Classic Cuisine', 'Mediterranean Cuisine']",6.9996028,49.2349097,98.5,50.76480000000001,157.5824,104.17360000000001,High,Highest,Highest,Germany,Classic Cuisine
170,Alois - Dallmayr Fine Dining,Munich,78.0,175.0,EUR,"['Modern French', 'Creative']",11.5771486,48.1384394,126.5,82.4928,185.08,133.78640000000001,Highest,Highest,Highest,Germany,Modern French
171,FACIL,Berlin,62.0,218.0,EUR,"['Creative', 'Contemporary']",13.3737243,52.5090305,140.0,65.5712,230.5568,148.06400000000002,High,Highest,Highest,Germany,Creative
172,Hirschen,Sulzburg,203.0,295.0,EUR,['Classic French'],7.7088806,47.8404612,249.0,214.6928,311.992,263.3424,Highest,Highest,Highest,Germany,Classic French
173,Le Cerf,Zweiflingen,108.0,178.0,EUR,['Classic French'],9.5258355,49.2436455,143.0,114.22080000000001,188.2528,151.23680000000002,Highest,Highest,Highest,Germany,Classic French
174,Meierei Dirk Luther,Glücksburg,198.0,218.0,EUR,"['Classic Cuisine', 'Modern Cuisine']",9.4999203,54.8225486,208.0,209.40480000000002,230.5568,219.98080000000002,Highest,Highest,Highest,Germany,Classic Cuisine
175,PURS,Andernach,195.0,245.0,EUR,['Modern Cuisine'],7.3973426,50.4390106,220.0,206.23200000000003,259.112,232.67200000000003,Highest,Highest,Highest,Germany,Modern Cuisine
176,Courtier,Wangels,169.0,219.0,EUR,"['Creative', 'Classic Cuisine']",10.7656888,54.3025337,194.0,178.73440000000002,231.61440000000002,205.17440000000002,Highest,Highest,Highest,Germany,Creative
177,Atelier,Munich,205.0,235.0,EUR,['Creative French'],11.5735681,48.1402487,220.0,216.80800000000002,248.53600000000003,232.67200000000003,Highest,Highest,Highest,Germany,Creative French
178,Essigbrätlein,Nuremberg,100.0,180.0,EUR,"['Innovative', 'Market Cuisine']",11.0747775,49.4551869,140.0,105.76,190.36800000000002,148.06400000000002,Highest,Highest,Highest,Germany,Innovative
179,Lafleur,Frankfurt on the Main,205.0,225.0,EUR,"['Modern French', 'Creative']",8.6565825,50.1214911,215.0,216.80800000000002,237.96,227.38400000000001,Highest,Highest,Highest,Germany,Modern French
180,Liath,Blackrock,65.0,130.0,EUR,['Creative'],-6.1783698,53.3013717,97.5,68.744,137.488,103.11600000000001,High,Highest,Highest,Ireland,Creative
181,Aimsir,Celbridge,210.0,210.0,EUR,['Modern Cuisine'],-6.5582175,53.2990793,210.0,222.09600000000003,222.09600000000003,222.09600000000003,Highest,Highest,Highest,Ireland,Modern Cuisine
182,Patrick Guilbaud,Dublin City,80.0,225.0,EUR,['Modern French'],-6.2529387,53.338467,152.5,84.608,237.96,161.28400000000002,Highest,Highest,Highest,Ireland,Modern French
183,Chapter One by Mickael Viljanen,Dublin City,65.0,170.0,EUR,['Modern Cuisine'],-6.2639708,53.354379,117.5,68.744,179.79200000000003,124.26800000000001,High,Highest,Highest,Ireland,Modern Cuisine
184,Ynyshir,Machynlleth,300.0,300.0,GBP,['Creative'],-3.9439501,52.5445284,300.0,373.86,373.86,373.86,Highest,Highest,Highest,United,Creative
185,Raby Hunt,Summerhouse,245.0,245.0,GBP,['Modern British'],-1.6893656,54.5665058,245.0,305.319,305.319,305.319,Highest,Highest,Highest,United,Modern British
186,Andrew Fairlie at Gleneagles,Auchterarder,115.0,130.0,GBP,['Modern French'],-3.7517344,56.2832316,122.5,143.313,162.006,152.6595,Highest,Highest,Highest,United,Modern French
187,"Le Manoir aux Quat' Saisons, a Belmond Hotel",Great Milton,175.0,220.0,GBP,['French'],-1.0915663,51.7169058,197.5,218.085,274.164,246.12449999999998,Highest,Highest,Highest,United,French
188,Restaurant Sat Bains,Nottingham,155.0,195.0,GBP,['Creative'],-1.1676041,52.9251069,175.0,193.161,243.009,218.085,Highest,Highest,Highest,United,Creative
189,Midsummer House,Cambridge,130.0,250.0,GBP,['Creative'],0.1284006,52.2120545,190.0,162.006,311.55,236.778,Highest,Highest,Highest,United,Creative
190,Moor Hall,Aughton,95.0,195.0,GBP,['Creative British'],-2.8919183,53.5423365,145.0,118.389,243.009,180.69899999999998,Highest,Highest,Highest,United,Creative British
191,Hand and Flowers,Marlow,152.0,152.0,GBP,['Modern British'],-0.7836567,51.5696616,152.0,189.42239999999998,189.42239999999998,189.42239999999998,Highest,Highest,Highest,United,Modern British
192,Le Gavroche,London,124.0,178.0,GBP,['French'],-0.1552575,51.5112997,151.0,154.5288,221.8236,188.1762,Highest,Highest,Highest,United,French
193,La Dame de Pic London,London,110.0,195.0,GBP,['Modern French'],-0.0779535,51.5101629,152.5,137.082,243.009,190.0455,Highest,Highest,Highest,United,Modern French
194,Da Terra,London,90.0,175.0,GBP,['Creative'],-0.05607,51.530411,132.5,112.158,218.085,165.1215,Highest,Highest,Highest,United,Creative
195,Ikoyi,London,60.0,170.0,GBP,['Creative'],-0.1334203,51.5091612,115.0,74.77199999999999,211.85399999999998,143.313,Highest,Highest,Highest,United,Creative
196,Story,London,130.0,185.0,GBP,['Modern Cuisine'],-0.077787,51.5028085,157.5,162.006,230.547,196.2765,Highest,Highest,Highest,United,Modern Cuisine
197,Dinner by Heston Blumenthal,London,120.0,120.0,GBP,['Traditional British'],-0.1599147,51.5021106,120.0,149.54399999999998,149.54399999999998,149.54399999999998,Highest,Highest,Highest,United,Traditional British
198,A. Wong,London,120.0,160.0,GBP,['Chinese'],-0.1406558,51.4930091,140.0,149.54399999999998,199.392,174.468,Highest,Highest,Highest,United,Chinese
199,The Clove Club,London,65.0,145.0,GBP,['Creative'],-0.0793371,51.5271054,105.0,81.003,180.69899999999998,130.851,Highest,Highest,Highest,United,Creative
200,Kitchen Table,London,250.0,250.0,GBP,['Modern Cuisine'],-0.13647,51.5203616,250.0,311.55,311.55,311.55,Highest,Highest,Highest,United,Modern Cuisine
201,Claude Bosi at Bibendum,London,115.0,195.0,GBP,['French'],-0.1688013,51.4933623,155.0,143.313,243.009,193.161,Highest,Highest,Highest,United,French
202,SENNS.Restaurant,Salzburg,85.0,205.0,EUR,['Creative'],13.0634487,47.8360718,145.0,89.89600000000002,216.80800000000002,153.352,Highest,Highest,Highest,Austria,Creative
203,Ikarus,Salzburg,140.0,210.0,EUR,['Creative'],13.007903,47.7935605,175.0,148.06400000000002,222.09600000000003,185.08,Highest,Highest,Highest,Austria,Creative
204,Silvio Nickol Gourmet Restaurant,Vienna,160.0,180.0,EUR,['Modern Cuisine'],16.3770073,48.2058003,170.0,169.216,190.36800000000002,179.79200000000003,Highest,Highest,Highest,Austria,Modern Cuisine
205,Steirereck im Stadtpark,Vienna,135.0,185.0,EUR,"['Creative', 'Contemporary']",16.3815669,48.2043967,160.0,142.776,195.656,169.216,Highest,Highest,Highest,Austria,Creative
206,Mraz & Sohn,Vienna,145.0,145.0,EUR,['Creative'],16.3762794,48.2313246,145.0,153.352,153.352,153.352,Highest,Highest,Highest,Austria,Creative
207,Konstantin Filippou,Vienna,56.0,189.0,EUR,['Modern Cuisine'],16.3797942,48.2107279,122.5,59.22560000000001,199.8864,129.556,High,Highest,Highest,Austria,Modern Cuisine
208,Chao Shang Chao,Beijing,1.5,2.0,CNY,['Chao Zhou'],116.461892,39.910992,1.75,0.22335,0.2978,0.260575,Low,Low,Low,China,Chao Zhou
209,Shanghai Cuisine,Beijing,1.0,1.0,CNY,['Shanghainese'],116.453254,39.930881,1.0,0.1489,0.1489,0.1489,Low,Low,Low,China,Shanghainese
210,Jingji,Beijing,588.0,2.0,CNY,['Beijing Cuisine'],116.4856,39.910623,295.0,87.5532,0.2978,43.9255,Highest,Low,Medium,China,Beijing Cuisine
211,Sichuan Moon,Macau,1.688,3.268,MOP,['Sichuan'],113.5723245,22.1473845,2.4779999999999998,0.2088056,0.4042516,0.3065286,Low,Low,Low,Macau,Sichuan
212,Mizumi (Macau),Macau,880.0,2.4,MOP,['Japanese'],113.5449903,22.1886966,441.2,108.85600000000001,0.29688,54.57644,Highest,Low,High,Macau,Japanese
213,Alain Ducasse at Morpheus,Macau,2.2,2.688,MOP,['French Contemporary'],113.5669767,22.1501736,2.444,0.27214000000000005,0.3325056,0.3023228,Low,Low,Low,Macau,French Contemporary
214,Feng Wei Ju,Macau,800.0,800.0,MOP,"['Hunanese', 'Sichuan']",113.5479285,22.189952,800.0,98.96000000000001,98.96000000000001,98.96000000000001,Highest,High,High,Macau,Hunanese
215,Wing Lei,Macau,2.0,2.0,MOP,['Cantonese'],113.54578,22.188028,2.0,0.2474,0.2474,0.2474,Low,Low,Low,Macau,Cantonese
216,L'Envol,Hong Kong,788.0,3.688,HKD,['French Contemporary'],114.1761315,22.2799005,395.844,100.39120000000001,0.4698512000000001,50.4305256,Highest,Low,Medium,Hong,French Contemporary
217,Bo Innovation,Hong Kong,680.0,1.88,HKD,['Innovative'],114.1710473,22.2763009,340.94,86.632,0.239512,43.435756000000005,Highest,Low,Medium,Hong,Innovative
218,Sun Tung Lok,Hong Kong,298.0,1.2,HKD,['Cantonese'],114.17221,22.30099,149.6,37.9652,0.15288000000000002,19.05904,Medium,Low,Low,Hong,Cantonese
219,Écriture,Hong Kong,988.0,2.08,HKD,['French Contemporary'],114.1552862,22.2831268,495.04,125.87120000000002,0.26499200000000006,63.06809600000001,Highest,Low,High,Hong,French Contemporary
220,Octavium,Hong Kong,560.0,1.888,HKD,['Italian'],114.1571177,22.2825493,280.944,71.34400000000001,0.2405312,35.79226560000001,High,Low,Medium,Hong,Italian
221,Ying Jee Club,Hong Kong,498.0,1.2,HKD,['Cantonese'],114.156654,22.284338,249.6,63.44520000000001,0.15288000000000002,31.79904,High,Low,Medium,Hong,Cantonese
222,Amber,Hong Kong,798.0,2.53,HKD,['French Contemporary'],114.1577065,22.2805311,400.265,101.66520000000001,0.322322,50.993761000000006,Highest,Low,Medium,Hong,French Contemporary
223,Tin Lung Heen,Hong Kong,1.088,1.8,HKD,['Cantonese'],114.1598747,22.3032802,1.444,0.13861120000000002,0.22932000000000002,0.1839656,Low,Low,Low,Hong,Cantonese
224,Yan Toh Heen,Hong Kong,498.0,2.0,HKD,['Cantonese'],114.17395,22.293337,250.0,63.44520000000001,0.2548,31.850000000000005,High,Low,Medium,Hong,Cantonese
225,Tate,Hong Kong,1.18,1.98,HKD,['Innovative'],114.1477192,22.2855757,1.58,0.15033200000000002,0.25225200000000003,0.20129200000000003,Low,Low,Low,Hong,Innovative
226,Ta Vie,Hong Kong,2.58,2.58,HKD,['Innovative'],114.15529,22.282766,2.58,0.32869200000000004,0.32869200000000004,0.32869200000000004,Low,Low,Low,Hong,Innovative
227,Arbor,Hong Kong,688.0,1.988,HKD,['Innovative'],114.15542,22.283146,344.994,87.6512,0.25327120000000003,43.95223560000001,Highest,Low,Medium,Hong,Innovative
228,Yu Zhi Lan,Chengdu,1.2,2.0,CNY,['Sichuan'],104.055887,30.669182,1.6,0.17868,0.2978,0.23824,Low,Low,Low,China,Sichuan
229,Sorn,Bangkok,3.5,3.5,THB,['Southern Thai'],100.56848,13.723242,3.5,0.1015,0.1015,0.1015,Low,Low,Low,Thailand,Southern Thai
230,Chef's Table,Bangkok,7.9,7.9,THB,['French Contemporary'],100.5171696,13.7215006,7.9,0.22910000000000003,0.22910000000000003,0.22910000000000003,Low,Low,Low,Thailand,French Contemporary
231,R-Haan,Bangkok,1.219,2.912,THB,['Thai'],100.57972,13.731805,2.0655,0.03535100000000001,0.084448,0.05989950000000001,Low,Low,Low,Thailand,Thai
232,Mezzaluna,Bangkok,6.5,6.5,THB,['French Contemporary'],100.51691,13.722148,6.5,0.1885,0.1885,0.1885,Low,Low,Low,Thailand,French Contemporary
233,Sühring,Bangkok,3.5,5.5,THB,['European Contemporary'],100.5457264,13.7108084,4.5,0.1015,0.1595,0.1305,Low,Low,Low,Thailand,European Contemporary
234,Le Normandie,Bangkok,3.2,8.2,THB,['French Contemporary'],100.5138214,13.7238479,5.699999999999999,0.09280000000000001,0.23779999999999998,0.16529999999999997,Low,Low,Low,Thailand,French Contemporary
235,Casa de Chá da Boa Nova,Leça da Palmeira,110.0,210.0,EUR,['Seafood'],-8.7147233,41.2027411,160.0,116.33600000000001,222.09600000000003,169.216,Highest,Highest,Highest,Portugal,Seafood
236,Ocean,Porches,210.0,210.0,EUR,['Creative'],-8.3792041,37.1008268,210.0,222.09600000000003,222.09600000000003,222.09600000000003,Highest,Highest,Highest,Portugal,Creative
237,The Yeatman,Vila Nova de Gaia,180.0,180.0,EUR,['Creative'],-8.6133869,41.1336845,180.0,190.36800000000002,190.36800000000002,190.36800000000002,Highest,Highest,Highest,Portugal,Creative
238,Il Gallo d'Oro,Funchal,130.0,200.0,EUR,['Modern Cuisine'],-16.9266478,32.6382988,165.0,137.488,211.52,174.50400000000002,Highest,Highest,Highest,Portugal,Modern Cuisine
239,Vila Joya,Albufeira,155.0,195.0,EUR,['Creative'],-8.31367,37.08059,175.0,163.92800000000003,206.23200000000003,185.08,Highest,Highest,Highest,Portugal,Creative
240,Belcanto,Lisbon,140.0,195.0,EUR,['Creative'],-9.1415741,38.7104102,167.5,148.06400000000002,206.23200000000003,177.14800000000002,Highest,Highest,Highest,Portugal,Creative
241,Alma,Lisbon,100.0,145.0,EUR,['Creative'],-9.1411358,38.7101662,122.5,105.76,153.352,129.556,Highest,Highest,Highest,Portugal,Creative
242,El Molino de Urdániz,Urdaitz,120.0,140.0,EUR,['Creative'],-1.533913,42.909132,130.0,126.912,148.06400000000002,137.488,Highest,Highest,Highest,Spain,Creative
243,Casa Marcial,La Salgar,90.0,180.0,EUR,['Creative'],-5.1928818,43.4183926,135.0,95.18400000000001,190.36800000000002,142.776,Highest,Highest,Highest,Spain,Creative
244,Cabaña Buenavista,El Palmar,105.0,140.0,EUR,['Creative'],-1.163767,37.92464,122.5,111.04800000000002,148.06400000000002,129.556,Highest,Highest,Highest,Spain,Creative
245,Maralba,Almansa,56.0,96.0,EUR,"['Creative', 'Castilian']",-1.0910555,38.8696375,76.0,59.22560000000001,101.52960000000002,80.3776,High,High,High,Spain,Creative
246,BonAmb,Xàbia,90.0,160.0,EUR,['Creative'],0.148496,38.7701412,125.0,95.18400000000001,169.216,132.20000000000002,Highest,Highest,Highest,Spain,Creative
247,Les Cols,Olot,155.0,155.0,EUR,['Creative'],2.5009,42.1946503,155.0,163.92800000000003,163.92800000000003,163.92800000000003,Highest,Highest,Highest,Spain,Creative
248,M.B,Guía de Isora,135.0,165.0,EUR,['Creative'],-16.799017,28.171041,150.0,142.776,174.50400000000002,158.64000000000001,Highest,Highest,Highest,Spain,Creative
249,Voro,Canyamel,110.0,140.0,EUR,['Modern Cuisine'],3.4389026,39.6696986,125.0,116.33600000000001,148.06400000000002,132.20000000000002,Highest,Highest,Highest,Spain,Modern Cuisine
250,Mugaritz,Errenteria,231.0,231.0,EUR,['Creative'],-1.9171152,43.2722067,231.0,244.30560000000003,244.30560000000003,244.30560000000003,Highest,Highest,Highest,Spain,Creative
251,Culler de Pau,O Grove,95.0,150.0,EUR,['Creative'],-8.8957637,42.4752854,122.5,100.47200000000001,158.64000000000001,129.556,Highest,Highest,Highest,Spain,Creative
252,Bo.TiC,Corçà,130.0,180.0,EUR,['Creative'],3.0160382,41.9878977,155.0,137.488,190.36800000000002,163.92800000000003,Highest,Highest,Highest,Spain,Creative
253,Miramar,Llançà,150.0,195.0,EUR,['Creative'],3.1601265,42.3710822,172.5,158.64000000000001,206.23200000000003,182.436,Highest,Highest,Highest,Spain,Creative
254,Bardal,Ronda,150.0,170.0,EUR,['Creative'],-5.16655,36.74161,160.0,158.64000000000001,179.79200000000003,169.216,Highest,Highest,Highest,Spain,Creative
255,El Portal de Echaurren,Ezcaray,150.0,165.0,EUR,"['Creative', 'Modern Cuisine']",-3.0144146,42.3257846,157.5,158.64000000000001,174.50400000000002,166.572,Highest,Highest,Highest,Spain,Creative
256,L'Escaleta,Cocentaina,85.0,145.0,EUR,"['Creative', 'Mediterranean Cuisine']",-0.4451945,38.7570756,115.0,89.89600000000002,153.352,121.62400000000001,Highest,Highest,Highest,Spain,Creative
257,Iván Cerdeño,Toledo,55.0,145.0,EUR,['Modern Cuisine'],-4.0462052,39.8619154,100.0,58.168000000000006,153.352,105.76,High,Highest,Highest,Spain,Modern Cuisine
258,Ramón Freixa Madrid,Madrid,90.0,165.0,EUR,['Creative'],-3.6861735,40.4284323,127.5,95.18400000000001,174.50400000000002,134.84400000000002,Highest,Highest,Highest,Spain,Creative
259,Coque,Madrid,198.0,230.0,EUR,['Creative'],-3.690676,40.430643,214.0,209.40480000000002,243.24800000000002,226.3264,Highest,Highest,Highest,Spain,Creative
260,Smoked Room,Madrid,185.0,185.0,EUR,['Contemporary'],-3.691358,40.4385556,185.0,195.656,195.656,195.656,Highest,Highest,Highest,Spain,Contemporary
261,DSTAgE,Madrid,145.0,170.0,EUR,['Creative'],-3.6962925,40.4246847,157.5,153.352,179.79200000000003,166.572,Highest,Highest,Highest,Spain,Creative
262,Paco Roncero,Madrid,95.0,210.0,EUR,['Creative'],-3.7002477,40.4176733,152.5,100.47200000000001,222.09600000000003,161.28400000000002,Highest,Highest,Highest,Spain,Creative
263,Atrio,Cáceres,195.0,195.0,EUR,['Creative'],-6.3713456,39.4730183,195.0,206.23200000000003,206.23200000000003,206.23200000000003,Highest,Highest,Highest,Spain,Creative
